,Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
259,Joshua has number0 bottle caps . He buys number1 more . How many bottle caps does Joshua have in all ?,40.0 7.0,+ number0 number1,47.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",Joshua has number0 bottle caps . He buys number1 more .,How many bottle caps does Joshua have in all ?
260,Nancy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums . How many pictures were in each album ?,41.0 37.0 2.0,/ - number0 number1 number2,2.0,"[1, 2, 3, 8, 9, 10, 18, 19, 20, 27, 28, 29]",Nancy uploaded number0 pictures to Facebook . She put number1 pics into one album and put the rest into number2 different albums .,How many pictures were in each album ?
261,Melanie picked number0 plums and number1 oranges from the orchard . She gave number2 plums to Sam . How many plums does she have now ?,7.0 4.0 3.0,- number0 number2,4.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 22, 23, 24]",Melanie picked number0 plums and number1 oranges from the orchard . She gave number2 plums to Sam .,How many plums does she have now ?
262,A restaurant served number0 pizzas during lunch and number1 during dinner today . How many pizzas were served today ?,9.0 6.0,+ number0 number1,15.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",A restaurant served number0 pizzas during lunch and number1 during dinner today .,How many pizzas were served today ?
263,Mariela was in the hospital and she got number0 get well cards from around the country . When she got home she got number1 more cards from friends and family . How many get well cards did Mariela get ?,403.0 287.0,+ number0 number1,690.0,"[7, 8, 9, 22, 23, 24, 38, 39, 40]",Mariela was in the hospital and she got number0 get well cards from around the country . When she got home she got number1 more cards from friends and family .,How many get well cards did Mariela get ?
264,There are number0 short trees and number1 tall trees currently in the park . Park workers will plant number2 short trees today . How many short trees will the park have when the workers are finished ?,112.0 119.0 105.0,+ number0 number2,217.0,"[1, 2, 3, 5, 6, 7, 17, 18, 19, 33, 34, 35]",There are number0 short trees and number1 tall trees currently in the park . Park workers will plant number2 short trees today .,How many short trees will the park have when the workers are finished ?
265,"Last year , number0 people were born in a country , and number1 people immigrated to it . How many new people began living in the country last year ?",90171.0 16320.0,+ number0 number1,106491.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]","Last year , number0 people were born in a country , and number1 people immigrated to it .",How many new people began living in the country last year ?
266,"At the town carnival Oliver rode the ferris wheel number0 times and the bumper cars number1 times . If each ride cost number2 tickets , how many tickets did he use ?",5.0 4.0 7.0,* number2 + number0 number1,63.0,"[8, 9, 10, 14, 15, 16, 21, 22, 23, 28, 29, 30]","At the town carnival Oliver rode the ferris wheel number0 times and the bumper cars number1 times . If each ride cost number2 tickets ,",how many tickets did he use ?
267,"For the school bake sale Bianca made number0 cupcakes . If she sold number1 of them and then made number2 more , how many cupcakes would she have ?",14.0 6.0 17.0,- + number0 number2 number1,25.0,"[6, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 27]","For the school bake sale Bianca made number0 cupcakes . If she sold number1 of them and then made number2 more ,",how many cupcakes would she have ?
268,"The value of a sport utility vehicle this year is number0 dollars , which is number1 of what its value was last year . How much is the value of the vehicle last year ?",16000.0 0.8,/ number0 number1,20000.0,"[9, 10, 11, 14, 15, 16, 31, 32, 33]","The value of a sport utility vehicle this year is number0 dollars , which is number1 of what its value was last year .",How much is the value of the vehicle last year ?
269,There were number0 girls and number1 boys on the playground at recess . How many children were there in all ?,28.0 35.0,+ number0 number1,63.0,"[1, 2, 3, 4, 5, 6, 17, 18, 19]",There were number0 girls and number1 boys on the playground at recess .,How many children were there in all ?
271,"Luke was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder , how many pages would he use ?",3.0 3.0 9.0,/ + number0 number2 number0,4.0,"[9, 10, 11, 17, 18, 19, 21, 22, 23, 34, 35, 36]","Luke was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder ,",how many pages would he use ?
272,Carol starts with number0 blocks . She loses number1 . How many blocks does Carol end with ?,42.0 25.0,- number0 number1,17.0,"[2, 3, 4, 7, 8, 9, 14, 15, 16]",Carol starts with number0 blocks . She loses number1 .,How many blocks does Carol end with ?
273,"At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids , how much would it cost for the group to eat ?",7.0 13.0 9.0,* number0 - number1 number2,28.0,"[7, 8, 9, 17, 18, 19, 22, 23, 24, 34, 35, 36]","At a restaurant each adult meal costs $ number0 and kids eat free . If a group of number1 people came in and number2 were kids ,",how much would it cost for the group to eat ?
274,Joan decided to sell all of her old books . She gathered up number0 books to sell . She sold number1 books in a yard sale . How many books does Joan now have ?,33.0 26.0,- number0 number1,7.0,"[12, 13, 14, 19, 20, 21, 31, 32, 33]",Joan decided to sell all of her old books . She gathered up number0 books to sell . She sold number1 books in a yard sale .,How many books does Joan now have ?
275,"John had number0 action figures , but needed number1 total for a complete collection . If each one costs $ number2 , how much money would he need to finish his collection ?",5.0 7.0 5.0,* number0 - number1 number0,10.0,"[1, 2, 3, 7, 8, 9, 19, 20, 21, 29, 30, 31]","John had number0 action figures , but needed number1 total for a complete collection . If each one costs $ number2 ,",how much money would he need to finish his collection ?
276,The town of Milburg has number0 grown - ups and number1 children . How many people live in Milburg ?,5256.0 2987.0,+ number0 number1,8243.0,"[4, 5, 6, 9, 10, 11, 16, 17, 18]",The town of Milburg has number0 grown - ups and number1 children .,How many people live in Milburg ?
277,"A waiter had number0 tables he was waiting on , with number1 women and number2 men at each table . How many customers total did the waiter have ?",5.0 5.0 3.0,* number0 + number0 number2,40.0,"[2, 3, 4, 10, 11, 12, 13, 14, 15, 25, 26, 27]","A waiter had number0 tables he was waiting on , with number1 women and number2 men at each table .",How many customers total did the waiter have ?
278,"Dave was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another , how many trips will he make ?",9.0 17.0 55.0,/ + number1 number2 number0,8.0,"[15, 16, 17, 27, 28, 29, 33, 34, 35, 42, 43, 44]","Dave was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another ,",how many trips will he make ?
279,There are number0 butterflies . Each butterfly has number1 black dots and number2 yellow dots . How many black dots are there in all ?,397.0 12.0 17.0,* number0 number1,4764.0,"[1, 2, 3, 7, 8, 9, 11, 12, 13, 21, 22, 23]",There are number0 butterflies . Each butterfly has number1 black dots and number2 yellow dots .,How many black dots are there in all ?
280,Jesse starts with number0 pencils . He gives number1 to Joshua . How many pencils does Jesse end with ?,78.0 44.0,- number0 number1,34.0,"[2, 3, 4, 7, 8, 9, 16, 17, 18]",Jesse starts with number0 pencils . He gives number1 to Joshua .,How many pencils does Jesse end with ?
281,For Halloween Faye scored number0 pieces of candy . She ate number1 pieces the first night and then her sister gave her number2 more pieces . How many pieces of candy does Faye have now ?,47.0 25.0 40.0,- + number0 number2 number1,62.0,"[3, 4, 5, 10, 11, 12, 21, 22, 23, 32, 33, 34]",For Halloween Faye scored number0 pieces of candy . She ate number1 pieces the first night and then her sister gave her number2 more pieces .,How many pieces of candy does Faye have now ?
282,"Ella owns number0 dogs . Each day , number1 dog eats number2 scoop of dog food and the other dog eats number3 scoop . Together , how much dog food do the number4 dogs eat each day ?",2.0 1.0 0.125 0.125 2.0,+ number2 number2,0.25,"[1, 2, 3, 7, 8, 9, 10, 11, 12, 20, 21, 22, 31, 32, 33, 34, 35, 36]","Ella owns number0 dogs . Each day , number1 dog eats number2 scoop of dog food and the other dog eats number3 scoop . Together ,",how much dog food do the number4 dogs eat each day ?
283,"Keith loves trading cards . She bought number0 packs of Digimon cards for $ number1 each , and a deck of baseball cards for $ number2 . How much did Keith spend on cards ?",4.0 4.45 6.06,+ * number0 number1 number2,23.86,"[6, 7, 8, 13, 14, 15, 24, 25, 26, 31, 32, 33]","Keith loves trading cards . She bought number0 packs of Digimon cards for $ number1 each , and a deck of baseball cards for $ number2 .",How much did Keith spend on cards ?
284,There are number0 orchid bushes currently in the park . Park workers will plant number1 orchid bushes today and number2 orchid bushes tomorrow . It took number3 workers to finish the work . How many orchid bushes will the park have when the workers are finished ?,47.0 37.0 25.0 35.0,+ + number0 number1 number2,109.0,"[1, 2, 3, 13, 14, 15, 18, 19, 20, 25, 26, 27, 43, 44, 45]",There are number0 orchid bushes currently in the park . Park workers will plant number1 orchid bushes today and number2 orchid bushes tomorrow . It took number3 workers to finish the work .,How many orchid bushes will the park have when the workers are finished ?
285,It took Amanda number0 hours to stroll to Kimberly 's house at number1 miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,2.0 4.0,* number0 number1,8.0,"[2, 3, 4, 11, 12, 13, 26, 27, 28]",It took Amanda number0 hours to stroll to Kimberly 's house at number1 miles per hour .,How far is it between Amanda 's house and Kimberly 's house ?
286,"Will made number0 dollars mowing lawns over the summer . If he spent number1 dollars buying new mower blades , how many number2 dollar games could he buy with the money he had left ?",104.0 41.0 9.0,/ - number0 number1 number2,7.0,"[1, 2, 3, 12, 13, 14, 21, 22, 23, 31, 32, 33]","Will made number0 dollars mowing lawns over the summer . If he spent number1 dollars buying new mower blades ,",how many number2 dollar games could he buy with the money he had left ?
287,"At Billy 's Restaurant a group with number0 adults and number1 children came in to eat . If each meal cost number2 dollars , how much was the bill ?",2.0 5.0 3.0,* number2 + number0 number1,21.0,"[6, 7, 8, 9, 10, 11, 20, 21, 22, 26, 27, 28]","At Billy 's Restaurant a group with number0 adults and number1 children came in to eat . If each meal cost number2 dollars ,",how much was the bill ?
288,"Oliver was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder , how many pages would he use ?",3.0 2.0 10.0,/ + number1 number2 number0,4.0,"[9, 10, 11, 17, 18, 19, 21, 22, 23, 34, 35, 36]","Oliver was organizing his baseball cards in a binder with number0 on each page . If he had number1 new cards and number2 old cards to put in the binder ,",how many pages would he use ?
289,Peter starts with number0 erasers . Bridget gives Peter number1 more . How many erasers does Peter end with ?,8.0 3.0,+ number0 number1,11.0,"[2, 3, 4, 8, 9, 10, 16, 17, 18]",Peter starts with number0 erasers . Bridget gives Peter number1 more .,How many erasers does Peter end with ?
290,There are number0 walnut trees currently in the park . Park workers will plant number1 more walnut trees today . How many walnut trees will the park have when the workers are finished ?,4.0 6.0,+ number0 number1,10.0,"[1, 2, 3, 13, 14, 15, 30, 31, 32]",There are number0 walnut trees currently in the park . Park workers will plant number1 more walnut trees today .,How many walnut trees will the park have when the workers are finished ?
291,"Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Emily sold all but number2 bars , how much money would she have made ?",4.0 8.0 3.0,* number0 - number1 number2,20.0,"[7, 8, 9, 13, 14, 15, 21, 22, 23, 29, 30, 31]","Each chocolate bar in a box cost $ number0 . If a box had number1 bars total and Emily sold all but number2 bars ,",how much money would she have made ?
292,Bruce has number0 eggs . Kimberly has number1 eggs . He loses number2 . How many eggs will Bruce have ?,75.0 17.0 70.0,- number0 number2,5.0,"[1, 2, 3, 6, 7, 8, 11, 12, 13, 17, 18, 19]",Bruce has number0 eggs . Kimberly has number1 eggs . He loses number2 .,How many eggs will Bruce have ?
293,Keith has number0 books . Jason has number1 books . How many books do they have together ?,20.0 21.0,+ number0 number1,41.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",Keith has number0 books . Jason has number1 books .,How many books do they have together ?
294,"There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group , how many groups would there be ?",31.0 4.0 7.0,/ + number0 number1 number2,5.0,"[5, 6, 7, 9, 10, 11, 21, 22, 23, 31, 32, 33]","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group ,",how many groups would there be ?
295,Rachel was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens . How many pieces of winter clothing did Rachel have total ?,7.0 3.0 4.0,* number0 + number1 number2,49.0,"[11, 12, 13, 21, 22, 23, 24, 25, 26, 35, 36, 37]",Rachel was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens .,How many pieces of winter clothing did Rachel have total ?
296,Joan has number0 books . Tom has number1 books . How many books do they have together ?,10.0 38.0,+ number0 number1,48.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16]",Joan has number0 books . Tom has number1 books .,How many books do they have together ?
297,"A farmer estimates that he will harvest number0 bushels of wheat . The weather is perfect during the growing season , so he harvests number1 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?",48097.0 684.0,+ number0 number1,48781.0,"[6, 7, 8, 23, 24, 25, 37, 38, 39]","A farmer estimates that he will harvest number0 bushels of wheat . The weather is perfect during the growing season , so he harvests number1 bushels of wheat than expected .",How many bushels of wheat does the farmer harvest ?
298,Kimberly went to the store number0 times last month . She buys number1 peanuts each time she goes to the store . How many peanuts did Kimberly buy last month ?,3.0 7.0,* number0 number1,21.0,"[4, 5, 6, 11, 12, 13, 27, 28, 29]",Kimberly went to the store number0 times last month . She buys number1 peanuts each time she goes to the store .,How many peanuts did Kimberly buy last month ?
299,"Kaleb had number0 video games but number1 of them were n't working . If he wanted to sell the working games for $ number2 each , how much money could he earn ?",10.0 8.0 6.0,* number2 - number0 number1,12.0,"[1, 2, 3, 5, 6, 7, 22, 23, 24, 29, 30, 31]","Kaleb had number0 video games but number1 of them were n't working . If he wanted to sell the working games for $ number2 each ,",how much money could he earn ?
300,"There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group , how many groups would there be ?",12.0 44.0 8.0,/ + number0 number1 number2,7.0,"[5, 6, 7, 9, 10, 11, 21, 22, 23, 31, 32, 33]","There school 's baseball team had number0 new players and number1 returning players . If the coach put them into groups with number2 players in each group ,",how many groups would there be ?
301,There are number0 dogwood trees currently in the park . Park workers will plant number1 dogwood trees today and number2 dogwood trees tomorrow . It took number3 workers to finish the work . How many dogwood trees will the park have when the workers are finished ?,7.0 5.0 4.0 8.0,+ + number0 number1 number2,16.0,"[1, 2, 3, 13, 14, 15, 18, 19, 20, 25, 26, 27, 43, 44, 45]",There are number0 dogwood trees currently in the park . Park workers will plant number1 dogwood trees today and number2 dogwood trees tomorrow . It took number3 workers to finish the work .,How many dogwood trees will the park have when the workers are finished ?
302,"Before the recent housing boom , there were number0 houses in Lawrence County . Now , there are number1 houses . How many houses did developers build during the housing boom ?",1426.0 2000.0,- number1 number0,574.0,"[7, 8, 9, 17, 18, 19, 28, 29, 30]","Before the recent housing boom , there were number0 houses in Lawrence County . Now , there are number1 houses .",How many houses did developers build during the housing boom ?
303,"April 's discount flowers was having a sale where each flower was number0 dollars . If Vanessa bought number1 roses and number2 daisies , how much did she spend ?",8.0 3.0 3.0,* number0 + number1 number1,48.0,"[11, 12, 13, 17, 18, 19, 20, 21, 22, 26, 27, 28]","April 's discount flowers was having a sale where each flower was number0 dollars . If Vanessa bought number1 roses and number2 daisies ,",how much did she spend ?
304,There are number0 pencils and number1 crayons in the drawer . Dan took number2 pencils from the drawer . How many pencils are now in the drawer ?,34.0 49.0 22.0,- number0 number2,12.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 24, 25, 26]",There are number0 pencils and number1 crayons in the drawer . Dan took number2 pencils from the drawer .,How many pencils are now in the drawer ?
305,There are number0 pencils in the drawer . Sara placed number1 more pencils in the drawer . How many pencils are now there in all ?,115.0 100.0,+ number0 number1,215.0,"[1, 2, 3, 9, 10, 11, 24, 25, 26]",There are number0 pencils in the drawer . Sara placed number1 more pencils in the drawer .,How many pencils are now there in all ?
306,"During a school play , Jonah staffed the snack bar . He served number0 pitcher of lemonade during the first intermission , number1 pitcher during the second , and number2 pitcher during the third . How many pitchers of lemonade did Jonah pour in all ?",0.25 0.4166666666666667 0.25,+ + number0 number0 number1,0.9166666666666666,"[12, 13, 14, 21, 22, 23, 28, 29, 30, 42, 43, 44]","During a school play , Jonah staffed the snack bar . He served number0 pitcher of lemonade during the first intermission , number1 pitcher during the second , and number2 pitcher during the third .",How many pitchers of lemonade did Jonah pour in all ?
307,I have a pet golden retriever . Each year he gains number0 pounds . He is number1 years old . How many pounds does he weigh ?,11.0 8.0,* number0 number1,88.0,"[10, 11, 12, 15, 16, 17, 23, 24, 25]",I have a pet golden retriever . Each year he gains number0 pounds . He is number1 years old .,How many pounds does he weigh ?
308,"Kaleb had saved up number0 dollars . If he received another number1 dollars for his allowance , how many number2 dollar toys could he buy ?",21.0 15.0 6.0,/ + number0 number1 number2,6.0,"[3, 4, 5, 10, 11, 12, 18, 19, 20, 22, 23, 24]","Kaleb had saved up number0 dollars . If he received another number1 dollars for his allowance ,",how many number2 dollar toys could he buy ?
309,Mary is baking a cake . The recipe wants number0 cups of flour . She already put in number1 cups . How many cups does she need to add ?,8.0 2.0,- number0 number1,6.0,"[8, 9, 10, 17, 18, 19, 26, 27, 28]",Mary is baking a cake . The recipe wants number0 cups of flour . She already put in number1 cups .,How many cups does she need to add ?
310,There are number0 erasers and number1 scissors in the drawer . Jason placed number2 erasers in the drawer . How many erasers are now there in total ?,139.0 118.0 131.0,+ number0 number2,270.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14, 24, 25, 26]",There are number0 erasers and number1 scissors in the drawer . Jason placed number2 erasers in the drawer .,How many erasers are now there in total ?
311,One pencil weighs number0 grams . How much do number1 pencils weigh ?,28.3 5.0,* number0 number1,141.5,"[2, 3, 4, 8, 9, 10, 9, 10, 11]",One pencil weighs number0 grams .,How much do number1 pencils weigh ?
312,Zoe was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens . How many pieces of winter clothing did Zoe have total ?,8.0 4.0 6.0,* number0 + number1 number2,80.0,"[11, 12, 13, 21, 22, 23, 24, 25, 26, 35, 36, 37]",Zoe was unboxing some of her old winter clothes . She found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens .,How many pieces of winter clothing did Zoe have total ?
313,"Keith grew number0 cantelopes , Fred grew number1 cantelopes , and Jason grew number2 cantelopes . How many cantelopes did they grow in total ?",29.0 16.0 20.0,+ + number0 number1 number2,65.0,"[1, 2, 3, 6, 7, 8, 14, 15, 16, 23, 24, 25]","Keith grew number0 cantelopes , Fred grew number1 cantelopes , and Jason grew number2 cantelopes .",How many cantelopes did they grow in total ?
314,"Ashley sold number0 boxes of Samoas . How many cases of number1 boxes , plus extra boxes does Ashley need ?",12.0 12.0,/ number0 number0,1.0,"[1, 2, 3, 10, 11, 12, 17, 18, 19]",Ashley sold number0 boxes of Samoas .,"How many cases of number1 boxes , plus extra boxes does Ashley need ?"
315,Adam has number0 blocks . Ann has with number1 blocks . Ann finds another number2 . How many blocks does Ann end with ?,13.0 9.0 44.0,+ number1 number2,53.0,"[1, 2, 3, 7, 8, 9, 13, 14, 15, 20, 21, 22]",Adam has number0 blocks . Ann has with number1 blocks . Ann finds another number2 .,How many blocks does Ann end with ?
316,"Katie picked number0 tulips and number1 roses to make flower bouquets . If she only used number2 of the flowers though , how many extra flowers did Katie pick ?",3.0 9.0 10.0,- + number0 number1 number2,2.0,"[1, 2, 3, 4, 5, 6, 15, 16, 17, 26, 27, 28]","Katie picked number0 tulips and number1 roses to make flower bouquets . If she only used number2 of the flowers though ,",how many extra flowers did Katie pick ?
317,Ezra drew a white line that was number0 inches long . Then he drew a blue line that was number1 inches long . How much longer was the white line than the blue line ?,7.666666666666667 3.3333333333333335,- number0 number1,4.333333333333333,"[6, 7, 8, 18, 19, 20, 31, 32, 33]",Ezra drew a white line that was number0 inches long . Then he drew a blue line that was number1 inches long .,How much longer was the white line than the blue line ?
318,Lisa flew number0 miles at number1 miles per hour . How long did Lisa fly ?,256.0 32.0,/ number0 number1,8.0,"[1, 2, 3, 4, 5, 6, 12, 13, 14]",Lisa flew number0 miles at number1 miles per hour .,How long did Lisa fly ?
319,"There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives , how many lives did they have total ?",2.0 2.0 8.0,* number2 + number0 number0,32.0,"[1, 2, 3, 9, 10, 11, 20, 21, 22, 28, 29, 30]","There were number0 friends playing a video game online when number1 more players joined the game . If each player had number2 lives ,",how many lives did they have total ?
320,"Jerry was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another , how many trips will he make ?",8.0 9.0 7.0,/ + number1 number2 number0,2.0,"[15, 16, 17, 27, 28, 29, 33, 34, 35, 42, 43, 44]","Jerry was helping the cafeteria workers pick up lunch trays , but he could only carry number0 trays at a time . If he had to pick up number1 trays from one table and number2 trays from another ,",how many trips will he make ?
321,"Kaleb was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it , how many cans did he pick up total ?",4.0 6.0 4.0,* number0 + number0 number1,40.0,"[10, 11, 12, 18, 19, 20, 26, 27, 28, 37, 38, 39]","Kaleb was collecting cans for recycling . On Saturday he filled number0 bags up and on Sunday he filled number1 more bags . If each bag had number2 cans in it ,",how many cans did he pick up total ?
322,"The tallest player on the basketball team is number0 inches tall . This is number1 inches taller than the shortest player . How tall is the shortest player , in inches ?",77.75 9.5,- number0 number1,68.25,"[7, 8, 9, 13, 14, 15, 28, 29, 30]",The tallest player on the basketball team is number0 inches tall . This is number1 inches taller than the shortest player .,"How tall is the shortest player , in inches ?"
323,A restaurant served number0 cakes during lunch and number1 during dinner today . The restaurant served number2 cakes yesterday . How many cakes were served in total ?,5.0 6.0 3.0,+ + number0 number1 number2,14.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17, 24, 25, 26]",A restaurant served number0 cakes during lunch and number1 during dinner today . The restaurant served number2 cakes yesterday .,How many cakes were served in total ?
324,Nicole found an orange caterpillar and a green caterpillar in her backyard . The green caterpillar was number0 inches long and the orange caterpillar was number1 inches long . How much longer was the green caterpillar than the orange caterpillar ?,3.0 1.1666666666666667,- number0 number1,1.8333333333333333,"[16, 17, 18, 24, 25, 26, 37, 38, 39]",Nicole found an orange caterpillar and a green caterpillar in her backyard . The green caterpillar was number0 inches long and the orange caterpillar was number1 inches long .,How much longer was the green caterpillar than the orange caterpillar ?
325,Sam had number0 dimes in his bank . His dad gave him number1 more dimes . How many dimes does Sam have now ?,9.0 7.0,+ number0 number1,16.0,"[1, 2, 3, 11, 12, 13, 20, 21, 22]",Sam had number0 dimes in his bank . His dad gave him number1 more dimes .,How many dimes does Sam have now ?
326,A recipe calls for number0 cups of sugar . You find that you only have number1 cups of sugar left . What fraction of the recipe can you make ?,2.0 0.3333,/ number1 number0,0.165,"[3, 4, 5, 14, 15, 16, 26, 27, 28]",A recipe calls for number0 cups of sugar . You find that you only have number1 cups of sugar left .,What fraction of the recipe can you make ?
327,"Carol and her mom were picking carrots from their garden . Carol picked number0 and her mother picked number1 . If only number2 of the carrots were good , how many bad carrots did they have ?",29.0 16.0 38.0,- + number0 number1 number2,7.0,"[12, 13, 14, 17, 18, 19, 21, 22, 23, 33, 34, 35]","Carol and her mom were picking carrots from their garden . Carol picked number0 and her mother picked number1 . If only number2 of the carrots were good ,",how many bad carrots did they have ?
328,Mrs. Hilt and her sister drove to a concert number0 miles away . They drove number1 miles and then stopped for gas . Her sister put number2 gallons of gas in the car . How many miles did they have left to drive ?,78.0 32.0 28.0,- number0 number1,46.0,"[8, 9, 10, 14, 15, 16, 25, 26, 27, 42, 43, 44]",Mrs. Hilt and her sister drove to a concert number0 miles away . They drove number1 miles and then stopped for gas . Her sister put number2 gallons of gas in the car .,How many miles did they have left to drive ?
329,"John made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week , how long would the money last him ?",6.0 18.0 3.0,/ + number0 number1 number2,8.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 25, 26, 27]","John made number0 dollars mowing lawns and number1 dollars weed eating . If he only spent number2 dollar a week ,",how long would the money last him ?
330,"A study reported that in a random sampling of number0 women over the age of number1 , number2 of the women were married number3 or more times . Based on the study results , how many woman in a group of number4 women over the age of number5 would likely be married number6 or more times ?",100.0 35.0 8.0 2.0 5000.0 35.0 2.0,* / number2 number0 number4,400.0,"[8, 9, 10, 11, 14, 15, 16, 17, 16, 17, 18, 19, 22, 23, 24, 25]","A study reported that in a random sampling of number0 women over the age of number1 , number2 of the women were married number3 or more times . Based on the study results ,",how many woman in a group of number4 women over the age of number5 would likely be married number6 or more times ?
331,Elizabeth went to the salon and had number0 inch of hair cut off . The next day she went back and asked for another number1 inch to be cut off . How much hair did she have cut off in all ?,0.375 0.5,+ number0 number1,0.875,"[6, 7, 8, 23, 24, 25, 38, 39, 40]",Elizabeth went to the salon and had number0 inch of hair cut off . The next day she went back and asked for another number1 inch to be cut off .,How much hair did she have cut off in all ?
332,number0 people are watching a movie in a theater . The theater has number1 seats . How many seats are empty in the theater ?,532.0 750.0,- number1 number0,218.0,"[0, 1, 12, 13, 14, 21, 22, 23]",number0 people are watching a movie in a theater . The theater has number1 seats .,How many seats are empty in the theater ?
333,Roden went to a pet shop . He bought number0 gold fish and number1 blue fish . How many fish did he buy ?,15.0 7.0,+ number0 number1,22.0,"[8, 9, 10, 12, 13, 14, 20, 21, 22]",Roden went to a pet shop . He bought number0 gold fish and number1 blue fish .,How many fish did he buy ?
334,Sandy sold lemonade in her neighborhood . She got number0 half - dollars on Saturday and number1 half - dollars on Sunday . What amount of money did Sandy receive ?,17.0 6.0,+ * number0 0.5 * number1 0.5,11.5,"[8, 9, 10, 15, 16, 17, 27, 28, 29]",Sandy sold lemonade in her neighborhood . She got number0 half - dollars on Saturday and number1 half - dollars on Sunday .,What amount of money did Sandy receive ?
335,A chocolate chip cookie recipe calls for number0 cups of chocolate chips . You want to make number1 recipes for a bake sale . How many cups of chocolate chips will be needed to make all the cookie recipes ?,2.0 23.0,* number0 number1,46.0,"[6, 7, 8, 16, 17, 18, 38, 39, 40]",A chocolate chip cookie recipe calls for number0 cups of chocolate chips . You want to make number1 recipes for a bake sale .,How many cups of chocolate chips will be needed to make all the cookie recipes ?
336,"Alyssa has number0 blue balloons , Sandy has number1 blue balloons , and Sally has number2 blue balloons . How many blue balloons do they have in all ?",37.0 28.0 39.0,+ + number0 number1 number2,104.0,"[1, 2, 3, 7, 8, 9, 14, 15, 16, 25, 26, 27]","Alyssa has number0 blue balloons , Sandy has number1 blue balloons , and Sally has number2 blue balloons .",How many blue balloons do they have in all ?
337,"At the schools book fair Sam bought number0 adventure books and number1 mystery books . If number2 of the books were used , how many new books did he buy ?",13.0 17.0 15.0,- + number0 number1 number2,15.0,"[6, 7, 8, 10, 11, 12, 15, 16, 17, 27, 28, 29]","At the schools book fair Sam bought number0 adventure books and number1 mystery books . If number2 of the books were used ,",how many new books did he buy ?
338,Fred has number0 baseball cards . Keith bought number1 of Fred 's baseball cards . How many baseball cards does Fred have now ?,40.0 22.0,- number0 number1,18.0,"[1, 2, 3, 7, 8, 9, 22, 23, 24]",Fred has number0 baseball cards . Keith bought number1 of Fred 's baseball cards .,How many baseball cards does Fred have now ?
339,There are number0 cards . number1 cards more are added . How many are there total ?,9.0 4.0,+ number0 number1,13.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15]",There are number0 cards . number1 cards more are added .,How many are there total ?
340,"April 's discount flowers was having a sale where each rose was number0 dollars . If April started with number1 roses and had number2 roses left , how much money did she earn ?",4.0 13.0 4.0,* number0 - number1 number0,36.0,"[11, 12, 13, 18, 19, 20, 22, 23, 24, 30, 31, 32]","April 's discount flowers was having a sale where each rose was number0 dollars . If April started with number1 roses and had number2 roses left ,",how much money did she earn ?
341,A garden has number0 rows and number1 columns of bean plans . How many plants are there in all ?,52.0 15.0,* number0 number1,780.0,"[2, 3, 4, 5, 6, 7, 16, 17, 18]",A garden has number0 rows and number1 columns of bean plans .,How many plants are there in all ?
